"global_transfer_index","Transfer_Value","player_url","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G+A","G_minus_PK","PK","PKatt","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_market_value_euro","MarketValue","rownr","squad","count","player_position","Transfer_Group","Is_Transfer","Comp_going","Comp_from_to"
30,0,"https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386",2023,"zzzinitial value","Serie A","Abdou Harroui","NED","MF",24,1998,7.2,17,6,6,7,4,2,7,28.6,5,6,1,5,2,19,10,0,"https://fbref.com/en/players/65fd099c/Abdou-Harroui",15,2.09,15,0,0,0,0,0,1,0.14,1,0,0,0,0,0,2,0,0,13,3,1,11,6,0,0,0,38,9,5,64.3,254,308,82.5,3861,992,133,147,90.5,98,116,84.5,14,21,66.7,0,0.3,0.5,-0.3,6,35,7,2,36,308,303,5,0,1,1,11,2,0,0,0,0,254,0,7,395,16,68,211,126,15,395,15,11,73.3,4,26.7,228,1379,632,21,20,3,12,13,279,32,2,14,4,28.6,1.95,0.56,0.14,0.5,23.4,0,0,0,1.5,1.5,0.1,0.5,0.5,23,5,647,7.2,2,2,2,0,0,0.3,1.8,21,36,32,0.28,0,0.28,0.28,0.28,0.2,0.05,0.25,0.2,0.25,23,647,28,18.9,7.2,5,66,1,18,18,14,1.35,5,9,-4,-0.56,-0.23,7.6,9.3,-1.7,-0.24,-0.36,NA,2700000,20563,"Sassuolo",204,"Central Midfield",2,"Same Transfer","Serie A","Serie A_Serie A"
35,-1494469.81589839,"https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187",2020,"zzzinitial value","Premier League","Abdoulaye Doucoure","MLI","MF",26,1993,35.1,64,30,29,29,6,16,57,28.1,41,46,8,38,31,95,32,0,"https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure",95,2.71,69,1,11,9,2,3,8,0.23,6,0,0,2,0,0,9,0,0,51,15,6,29,30,0,1,1,270,55,56,49.5,1320,1712,77.1,19007,4672,714,862,82.8,456,548,83.2,61,101,60.4,2,3.9,2.8,-1.9,38,120,27,2,161,1712,1693,14,8,0,4,29,0,2,0,0,0,1320,5,47,2090,68,387,1100,646,100,2090,67,40,59.7,27,40.3,1241,5965,3130,69,68,16,58,31,1353,96,4,61,12,19.7,1.74,0.34,0.07,0.33,18.3,0,0,0,5.2,5.2,0.08,-1.2,-1.2,37,36,3156,35.1,4,6,4,0,0,3.9,9,69,161,96,0.11,0.06,0.17,0.11,0.17,0.15,0.11,0.26,0.15,0.26,37,3156,85,92.3,35.1,36,86,25,1,45,0,0.89,33,61,-28,-0.8,-0.8,45.3,52,-6.7,-0.19,0.68,9500000,2e+07,8140,"Watford",109,"Central Midfield",1,"Same Transfer","Premier League","Premier League_Premier League"
37,-1312500,"https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382",2021,"zzzinitial value","Ligue 1","Abdoulaye Toure","GUI","MF",26,1994,18.7,28,12,10,16,2,14,31,45.2,17,17,2,15,22,50,19,0,"https://fbref.com/en/players/ef7cd87a/Abdoulaye-Toure",41,2.2,34,0,3,2,2,0,5,0.27,5,0,0,0,0,0,2,0,0,20,30,0,9,12,0,2,0,106,33,22,60,799,946,84.5,13244,3477,358,418,85.6,351,396,88.6,60,83,72.3,2,1.4,1.2,0.6,14,92,7,0,101,946,941,5,5,3,6,9,0,0,0,0,0,799,0,7,1136,34,168,775,205,19,1135,30,21,70,9,30,652,2891,1303,22,22,0,28,18,801,23,2,26,4,15.4,1.39,0.21,0.04,0.25,24.2,0,1,1,2.6,1.8,0.07,-0.6,-0.8,29,20,1681,18.7,2,4,1,1,1,1.4,3.2,22,101,23,0.11,0.11,0.21,0.05,0.16,0.14,0.08,0.22,0.1,0.17,29,1681,58,49.2,18.7,20,78,11,9,14,7,0.83,18,28,-10,-0.54,-0.64,22,24.8,-2.8,-0.15,-0.06,9e+06,4e+06,14674,"Nantes",205,"Defensive Midfield",1,"Same Transfer","Serie A","Ligue 1_Serie A"
41,46490000,"https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073",2018,"zzzinitial value","La Liga","Achraf Hakimi","MAR","DF",18,1998,8.4,21,15,9,6,6,11,25,44,14,9,1,8,10,31,19,1,"https://fbref.com/en/players/e42d61c7/Achraf-Hakimi",14,1.66,10,0,0,0,3,1,1,0.12,1,0,0,0,0,0,0,0,0,8,6,1,30,15,0,0,0,50,9,10,47.4,411,506,81.2,5365,1832,285,317,89.9,103,132,78,14,33,42.4,0,0.3,0.6,-0.3,5,20,7,3,31,506,433,72,4,0,6,30,68,0,0,0,0,411,1,13,583,25,149,250,192,13,583,31,22,71,9,29,384,2002,1134,30,13,10,10,14,387,56,2,3,3,100,0.36,0.36,0.67,0.67,13.7,0,0,0,0.3,0.3,0.11,1.7,1.7,9,8,757,8.4,2,2,2,0,0,0.3,0.6,30,31,56,0.24,0,0.24,0.24,0.24,0.04,0.03,0.07,0.04,0.07,9,757,84,22.1,8.4,8,87,7,1,62,8,2.11,22,7,15,1.78,0.6,18.5,10,8.5,1.01,-0.13,9e+07,5e+06,783,"Real Madrid",181,"Right-Back",1,"Same Transfer","Bundesliga","La Liga_Bundesliga"
42,7303030.3030303,"https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073",2020,"zzzinitial value","Bundesliga","Achraf Hakimi","MAR","DF,MF",20,1998,30.2,60,41,38,14,8,27,64,42.2,37,26,2,24,30,90,27,2,"https://fbref.com/en/players/e42d61c7/Achraf-Hakimi",93,3.08,71,1,10,5,6,0,20,0.66,16,0,4,0,0,0,5,0,0,24,50,2,95,41,0,0,0,200,15,22,40.5,2026,2426,83.5,27838,8278,1291,1430,90.3,546,661,82.6,96,158,60.8,10,5.3,5.6,4.7,35,115,39,11,168,2426,2146,279,13,3,17,95,259,7,1,3,0,2026,1,64,2780,51,514,1360,927,104,2780,120,73,60.8,47,39.2,1689,9213,5414,159,109,41,59,44,2057,323,5,38,20,52.6,1.26,0.66,0.13,0.25,16.2,3,0,0,4.9,4.9,0.13,0.1,0.1,33,29,2715,30.2,5,15,5,0,0,5.3,10.2,159,168,323,0.17,0.33,0.5,0.17,0.5,0.16,0.18,0.34,0.16,0.34,33,2715,82,88.7,30.2,29,89,25,4,36,0,2,73,34,39,1.29,0.25,52.6,35.7,16.9,0.56,-0.28,NA,5.4e+07,9833,"Dortmund",194,"Right-Back",2,"Same Transfer","Serie A","Bundesliga_Serie A"
43,1846153.84615386,"https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073",2021,"zzzinitial value","Serie A","Achraf Hakimi","MAR","DF",21,1998,29.6,53,32,23,19,11,23,48,47.9,25,31,1,30,22,75,23,1,"https://fbref.com/en/players/e42d61c7/Achraf-Hakimi",89,3,69,4,4,2,9,1,19,0.64,17,0,0,0,2,0,6,0,0,31,36,7,115,32,2,0,0,124,16,28,36.4,1253,1539,81.4,18000,5633,738,837,88.2,380,454,83.7,69,113,61.1,8,6.2,6.8,1.8,36,66,47,19,98,1539,1312,226,12,1,3,115,212,2,0,1,0,1253,1,57,1847,45,366,674,824,137,1847,64,33,51.6,31,48.4,995,6038,3681,113,58,46,57,17,1258,309,7,39,16,41,1.32,0.54,0.18,0.44,17,2,0,0,4.7,4.7,0.12,2.3,2.3,37,29,2665,29.6,7,15,7,0,0,6.2,10.9,113,98,309,0.24,0.27,0.51,0.24,0.51,0.16,0.21,0.37,0.16,0.37,37,2665,72,77.9,29.6,29,86,19,8,22,0,2.38,72,26,46,1.55,0.6,61,30.2,30.8,1.04,0.61,NA,6e+07,12637,"Inter",174,"Right-Back",3,"Same Transfer","Ligue 1","Serie A_Ligue 1"
47,-4306593.40659341,"https://www.transfermarkt.com/adam-lallana/profil/spieler/43530",2020,"zzzinitial value","Premier League","Adam Lallana","ENG","MF,FW",31,1988,4.2,19,9,7,9,3,6,21,28.6,15,7,0,7,5,24,3,0,"https://fbref.com/en/players/99813635/Adam-Lallana",8,1.88,7,0,0,0,1,0,1,0.24,1,0,0,0,0,0,1,0,0,7,8,1,3,9,0,0,0,31,4,14,22.2,229,272,84.2,2865,728,152,166,91.6,57,66,86.4,6,13,46.2,1,0.6,0.3,0.4,4,24,3,0,23,272,267,3,1,1,2,3,1,0,0,0,0,229,2,5,340,7,49,179,116,13,340,5,2,40,3,60,219,820,392,9,11,1,13,5,234,17,1,5,1,20,1.18,0.24,0.2,1,16.3,0,0,0,0.8,0.8,0.15,0.2,0.2,15,3,382,4.2,1,2,1,0,0,0.6,1.3,9,23,17,0.24,0.24,0.47,0.24,0.47,0.18,0.14,0.31,0.18,0.31,15,382,25,11.2,4.2,3,73,0,12,14,11,2.67,9,5,4,0.94,-0.48,8,4.3,3.7,0.86,0.05,NA,9500000,7602,"Liverpool",181,"Attacking Midfield",1,"Same Transfer","Premier League","Premier League_Premier League"
51,-809523.809523808,"https://www.transfermarkt.com/adam-masina/profil/spieler/286949",2018,"zzzinitial value","Serie A","Adam Masina","MAR","DF",23,1994,31.4,82,57,49,26,7,36,84,42.9,48,46,7,39,51,133,127,0,"https://fbref.com/en/players/de0f152c/Adam-Masina",61,1.94,52,1,1,5,1,1,5,0.16,2,0,0,3,0,0,8,1,0,56,23,5,46,57,0,2,0,163,115,48,70.6,1276,1662,76.8,21096,9195,648,771,84,512,642,79.8,93,171,54.4,1,1.8,1.9,-0.8,25,143,21,10,162,1662,1350,306,22,0,12,46,284,0,0,0,0,1276,6,38,2047,128,615,1037,415,40,2047,36,20,55.6,16,44.4,1035,5229,2852,57,43,3,43,27,1160,108,0,17,3,17.6,0.54,0.1,0,0,16.9,0,0,0,1.9,1.9,0.11,-1.9,-1.9,34,33,2830,31.4,0,1,0,0,0,1.8,3.7,57,162,108,0,0.03,0.03,0,0.03,0.06,0.06,0.12,0.06,0.12,34,2830,83,82.7,31.4,33,NA,22,1,NA,2,0.97,31,43,-12,-0.38,-0.38,28.4,39.5,-11.1,-0.35,0.21,1400000,7e+06,1955,"Bologna",216,"Centre-Back",1,"Same Transfer","Premier League","Serie A_Premier League"
52,-4e+05,"https://www.transfermarkt.com/adam-masina/profil/spieler/286949",2022,"zzzinitial value","Premier League","Adam Masina","MAR","DF",27,1994,12,24,13,11,10,3,12,29,41.4,17,18,6,12,18,42,45,0,"https://fbref.com/en/players/de0f152c/Adam-Masina",13,1.09,9,2,0,0,1,1,1,0.08,1,0,0,0,0,0,0,0,0,14,4,0,30,13,0,1,0,70,29,17,63,375,549,68.3,7252,3197,147,183,80.3,178,230,77.4,47,121,38.8,1,0.7,0.7,0.3,7,33,7,6,37,549,437,111,11,0,7,30,96,4,3,0,1,375,1,7,680,61,268,296,122,5,680,11,9,81.8,2,18.2,271,1311,645,9,11,0,10,1,316,12,0,5,0,0,0.42,0,0,NA,13.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,15,13,1077,12,0,1,0,0,0,0.7,1,9,37,12,0,0.08,0.08,0,0.08,0.03,0.06,0.08,0.03,0.08,15,1077,72,31.5,12,13,80,11,2,16,18,0.67,17,26,-9,-0.75,0.55,16.7,22,-5.3,-0.44,0.3,NA,3e+06,15529,"Watford",109,"Centre-Back",3,"Same Transfer","Serie A","Premier League_Serie A"
53,-769230.769230769,"https://www.transfermarkt.com/adam-masina/profil/spieler/286949",2023,"zzzinitial value","Serie A","Adam Masina","MAR","DF",28,1994,8.8,10,7,7,3,0,6,15,40,9,11,4,7,10,20,28,1,"https://fbref.com/en/players/de0f152c/Adam-Masina",5,0.57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,0,10,7,0,1,0,44,26,11,70.3,332,428,77.6,7007,2817,110,125,88,164,195,84.1,56,99,56.6,0,0.2,0.3,-0.2,2,26,5,3,24,428,386,40,13,1,6,10,27,0,0,0,0,332,2,3,496,55,243,219,41,6,496,4,3,75,0,0,297,1477,714,4,3,1,4,1,307,6,2,2,2,100,0.23,0.23,1,1,12.3,0,0,0,0.1,0.1,0.04,1.9,1.9,14,8,789,8.8,2,2,2,0,0,0.2,0.3,4,24,6,0.23,0,0.23,0.23,0.23,0.01,0.02,0.03,0.01,0.03,14,789,56,23.1,8.8,8,82,5,6,22,6,1.07,12,14,-2,-0.23,-0.26,11.6,14.8,-3.1,-0.36,-0.3,1500000,2500000,20625,"Udinese",195,"Centre-Back",4,"Same Transfer","Serie A","Serie A_Serie A"
54,0,"https://www.transfermarkt.com/adam-masina/profil/spieler/286949",2024,"zzzinitial value","Serie A","Adam Masina","MAR","DF",29,1994,11.4,17,12,8,8,1,5,20,25,15,12,6,6,11,28,30,0,"https://fbref.com/en/players/de0f152c/Adam-Masina",10,0.88,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,5,0,4,12,0,1,0,49,22,14,61.1,557,652,85.4,9669,4033,236,259,91.1,275,317,86.8,37,61,60.7,0,0.2,0.4,-0.2,3,35,4,0,42,652,620,31,8,0,1,4,17,0,0,0,0,557,1,2,741,94,395,309,42,8,741,1,1,100,0,0,432,1798,830,3,4,0,4,6,504,6,0,5,1,20,0.44,0.09,0,0,13.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,16,10,1024,11.4,0,0,0,0,0,0.2,0.4,3,42,6,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,16,1024,64,29.9,11.4,10,87,7,6,26,1,1.31,10,12,-2,-0.18,-0.25,9.7,11.9,-2.2,-0.19,-0.28,3e+06,1500000,24406,"Torino",190,"Centre-Back",5,"Same Transfer","Serie A","Serie A_Serie A"
57,-2133333.33333333,"https://www.transfermarkt.com/adam-ounas/profil/spieler/400485",2019,"zzzinitial value","Serie A","Adam Ounas","ALG","MF,FW",21,1996,6,5,2,0,3,2,2,11,18.2,9,6,0,6,2,7,0,1,"https://fbref.com/en/players/ed90babd/Adam-Ounas",37,6.19,28,1,3,3,1,1,1,0.17,0,0,0,1,0,0,0,0,0,4,10,0,19,2,0,0,0,30,4,8,33.3,230,293,78.5,3693,756,124,145,85.5,83,108,76.9,16,26,61.5,0,1.9,1.3,-1.9,18,11,14,0,30,293,285,8,1,4,3,19,3,3,2,0,0,230,0,7,382,1,18,143,225,30,382,34,19,55.9,15,44.1,287,2124,1187,45,35,19,18,10,308,77,3,21,8,38.1,3.51,1.34,0.14,0.38,19.8,0,0,0,1.4,1.4,0.07,1.6,1.6,18,6,538,6,3,3,3,0,0,1.9,3.3,45,30,77,0.5,0,0.5,0.5,0.5,0.24,0.32,0.56,0.24,0.56,18,538,30,15.7,6,6,62,0,12,14,11,2.06,9,4,5,0.84,-0.19,9,4.6,4.4,0.74,0.14,2.3e+07,1e+07,5074,"Napoli",177,"Right Winger",1,"Same Transfer","Ligue 1","Serie A_Ligue 1"
58,0,"https://www.transfermarkt.com/adam-ounas/profil/spieler/400485",2020,"zzzinitial value","Ligue 1","Adam Ounas","ALG","FW,MF",22,1996,12.5,10,5,2,6,2,5,13,38.5,8,9,1,8,11,21,8,1,"https://fbref.com/en/players/ed90babd/Adam-Ounas",53,4.25,35,3,8,3,3,1,5,0.4,4,0,0,0,1,0,2,1,0,7,29,0,53,5,1,0,0,47,2,14,12.5,373,497,75.1,6633,1587,174,203,85.7,152,193,78.8,43,74,58.1,4,3.3,2.2,0.7,25,25,24,7,52,497,447,47,10,7,8,53,18,16,7,2,0,373,3,10,651,4,64,300,304,38,651,71,45,63.4,26,36.6,378,2880,1310,41,30,21,34,23,500,132,2,21,9,42.9,1.68,0.72,0.1,0.22,17.9,1,0,0,2,2,0.1,0,0,16,14,1123,12.5,2,6,2,0,0,3.3,5.3,41,52,132,0.16,0.32,0.48,0.16,0.48,0.16,0.26,0.42,0.16,0.42,16,1123,70,44.6,12.5,14,76,4,2,30,0,1.69,20,15,5,0.4,0.53,16.3,18.6,-2.3,-0.19,0.19,NA,8e+06,10618,"Nice",206,"Right Winger",2,"Same Transfer","Serie A","Ligue 1_Serie A"
59,-399999.999999999,"https://www.transfermarkt.com/adam-ounas/profil/spieler/400485",2021,"zzzinitial value","Serie A","Adam Ounas","ALG","MF,FW",23,1996,3.4,3,2,3,0,0,0,11,0,11,5,0,5,3,6,0,0,"https://fbref.com/en/players/ed90babd/Adam-Ounas",15,4.4,13,1,1,0,0,0,3,0.88,3,0,0,0,0,0,0,0,0,3,9,1,10,2,0,0,0,17,3,4,42.9,83,122,68,1406,391,43,56,76.8,25,38,65.8,10,15,66.7,0,0.9,0.8,-0.9,7,8,8,2,15,122,117,4,2,0,2,10,0,2,0,0,0,83,1,5,174,0,27,72,83,11,174,30,19,63.3,11,36.7,110,798,396,10,8,4,11,10,128,27,0,6,0,0,1.75,0,0,NA,19.1,0,0,0,0.9,0.9,0.14,-0.9,-0.9,7,3,308,3.4,0,0,0,0,0,0.9,1.8,10,15,27,0,0,0,0,0,0.25,0.27,0.52,0.25,0.52,7,308,44,9,3.4,3,82,0,4,16,1,1.43,5,3,2,0.58,1.1,4.8,4,0.9,0.25,0.7,5e+06,8e+06,13024,"Cagliari",183,"Right Winger",3,"Same Transfer","Serie A","Serie A_Serie A"
60,0,"https://www.transfermarkt.com/adam-ounas/profil/spieler/400485",2022,"zzzinitial value","Serie A","Adam Ounas","ALG","MF,FW",24,1996,3.6,6,1,0,3,3,3,7,42.9,4,3,0,3,2,8,3,0,"https://fbref.com/en/players/ed90babd/Adam-Ounas",29,8.06,18,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,10,0,16,1,0,0,0,23,1,3,25,158,204,77.5,2975,828,81,95,85.3,49,63,77.8,25,33,75.8,0,0.8,0.7,-0.8,12,12,11,1,31,204,191,13,3,2,5,16,1,9,5,0,0,158,0,4,268,4,28,99,151,20,268,28,24,85.7,4,14.3,184,1436,774,28,14,12,19,11,212,44,0,13,2,15.4,3.59,0.55,0,0,18.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,15,1,326,3.6,0,0,0,0,0,0.8,1.5,28,31,44,0,0,0,0,0,0.19,0.22,0.41,0.19,0.41,15,326,22,9.5,3.6,1,90,1,14,17,6,1.6,6,4,2,0.55,-0.64,5.8,2.6,3.2,0.88,0.23,4500000,7e+06,16535,"Napoli",177,"Right Winger",4,"Same Transfer","Serie A","Serie A_Serie A"
61,-1078787.87878788,"https://www.transfermarkt.com/adam-ounas/profil/spieler/400485",2023,"zzzinitial value","Serie A","Adam Ounas","ALG","FW",25,1996,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,"https://fbref.com/en/players/ed90babd/Adam-Ounas",2,12,0,0,1,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,13,17,76.5,297,80,6,7,85.7,2,3,66.7,5,5,100,0,0,0,0,0,2,1,0,4,17,16,0,0,0,1,0,0,0,0,0,0,13,1,1,19,0,4,12,5,1,19,2,2,100,0,0,14,121,108,3,2,0,0,0,17,1,0,1,0,0,6,0,0,NA,27.5,0,0,0,0,0,0.04,0,0,2,0,15,0.2,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0.23,0,0.23,0.23,0.23,2,15,8,0.4,0.2,0,NA,0,2,8,0,3,1,0,1,6,4.73,0.3,0,0.3,1.51,0.64,8.5e+07,7e+06,20274,"Napoli",177,"Right Winger",5,"Same Transfer","Ligue 1","Serie A_Ligue 1"
64,-1359837.27810651,"https://www.transfermarkt.com/adam-szalai/profil/spieler/39106",2019,"zzzinitial value","Bundesliga","Adam Szalai","HUN","FW",30,1987,18.1,19,13,3,12,4,4,11,36.4,7,8,1,7,4,23,8,0,"https://fbref.com/en/players/53e07d0b/Adam-Szalai",60,3.32,44,1,3,10,1,1,7,0.39,3,0,1,3,0,0,3,0,0,33,24,10,2,13,0,0,0,42,46,52,46.9,299,427,70,3620,737,181,234,77.4,57,88,64.8,15,23,65.2,3,3.8,1.2,-0.8,27,23,7,0,30,427,384,37,1,0,2,2,0,0,0,0,0,299,6,15,636,9,48,326,273,102,636,23,10,43.5,13,56.5,335,1157,440,12,16,6,54,21,466,100,6,66,20,30.3,3.65,1.11,0.09,0.3,12.7,0,0,0,9.6,9.6,0.15,-3.6,-3.6,30,15,1627,18.1,6,9,6,0,0,3.8,13.4,12,30,100,0.33,0.17,0.5,0.33,0.5,0.53,0.21,0.74,0.53,0.74,30,1627,54,53.2,18.1,15,80,8,15,28,2,1.37,37,33,4,0.22,-0.66,44.7,29.8,15,0.83,0.3,NA,3e+06,6305,"Hoffenheim",204,"Centre-Forward",1,"Same Transfer","Bundesliga","Bundesliga_Bundesliga"
66,3200000,"https://www.transfermarkt.com/adama-diakhaby/profil/spieler/453594",2018,"zzzinitial value","Ligue 1","Adama Diakhaby","FRA","FW",21,1996,9.4,23,15,6,12,5,6,16,37.5,10,13,0,13,13,36,5,0,"https://fbref.com/en/players/65585e3a/Adama-Diakhaby",16,1.69,9,0,2,0,4,1,4,0.42,3,0,0,0,1,0,2,1,0,15,14,10,20,15,0,0,0,39,15,27,35.7,140,211,66.4,1900,360,94,112,83.9,37,60,61.7,6,16,37.5,3,0.6,0.5,2.4,8,5,4,2,7,211,204,5,0,2,1,20,3,0,0,0,0,140,2,11,343,5,38,137,174,34,343,25,5,20,20,80,193,1430,681,26,15,8,24,15,230,82,2,12,4,33.3,1.27,0.42,0.17,0.5,16.5,0,0,0,2.2,2.2,0.19,-0.2,-0.2,22,10,850,9.4,2,5,2,0,0,0.6,2.9,26,7,82,0.21,0.32,0.53,0.21,0.53,0.24,0.07,0.3,0.24,0.3,22,850,39,24.9,9.4,10,68,1,12,14,10,2,17,13,4,0.42,-0.84,12.4,12.6,-0.2,-0.02,-0.51,8e+06,5e+06,2901,"Monaco",206,"Right Winger",1,"Same Transfer","Premier League","Ligue 1_Premier League"
70,-1750000,"https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673",2019,"zzzinitial value","Ligue 1","Adama Soumaoro","FRA","DF",26,1992,19.1,14,11,12,2,0,4,6,66.7,2,21,18,3,21,35,92,1,"https://fbref.com/en/players/7b075c75/Adama-Soumaoro",5,0.26,4,0,0,1,0,0,1,0.05,1,0,0,0,0,0,6,1,1,26,20,0,0,11,0,0,0,119,39,26,60,873,926,94.3,17478,5089,231,249,92.8,515,533,96.6,108,121,89.3,1,0.3,0.3,0.7,3,8,1,0,25,926,881,45,45,0,3,0,0,0,0,0,0,873,0,3,1099,111,570,514,20,13,1099,8,6,75,2,25,622,3328,1972,9,3,0,5,6,701,1,0,6,0,0,0.31,0,0,NA,11.8,0,0,0,0.5,0.5,0.09,-0.5,-0.5,20,20,1723,19.1,0,1,0,0,0,0.3,0.8,9,25,1,0,0.05,0.05,0,0.05,0.03,0.01,0.04,0.03,0.04,20,1723,86,50.4,19.1,20,86,17,0,NA,2,2.1,35,19,16,0.84,-0.17,30.3,21.9,8.4,0.44,-0.04,3500000,1e+07,6905,"Lille",170,"Centre-Back",1,"Same Transfer","Serie A","Ligue 1_Serie A"
71,-1520000,"https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673",2020,"zzzinitial value","Serie A","Adama Soumaoro","FRA","DF",27,1992,7.1,3,2,3,0,0,1,3,33.3,2,12,12,0,11,14,32,0,"https://fbref.com/en/players/7b075c75/Adama-Soumaoro",1,0.14,1,0,0,0,0,0,1,0.14,1,0,0,0,0,0,2,0,0,4,0,1,0,2,0,0,0,35,20,7,74.1,302,327,92.4,6077,1794,90,98,91.8,164,172,95.3,44,49,89.8,0,0.1,0,-0.1,2,3,0,0,9,327,314,13,12,0,0,0,1,0,0,0,0,302,0,0,392,66,209,178,7,5,392,0,0,NA,0,NA,235,983,374,0,4,1,2,0,240,1,1,1,1,100,0.14,0.14,1,1,5.7,0,0,0,0.4,0.4,0.36,0.6,0.6,8,7,637,7.1,1,1,1,0,0,0.1,0.5,0,9,1,0.14,0,0.14,0.14,0.14,0.05,0.01,0.07,0.05,0.07,8,637,80,18.6,7.1,7,85,6,1,45,4,1.38,13,14,-1,-0.14,0.67,10.5,9,1.5,0.22,0.63,3200000,8e+06,9425,"Genoa",201,"Centre-Back",2,"Same Transfer","Ligue 1","Serie A_Ligue 1"
