"global_transfer_index","Transfer_Value","player_url","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G+A","G_minus_PK","PK","PKatt","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_market_value_euro","MarketValue","rownr","squad","count","player_position","Transfer_Group","Is_Transfer","Comp_going","Comp_from_to"
4958,-608585.858585858,"https://www.transfermarkt.com/simone-edera/profil/spieler/340070",2018,"zzzinitial value","Serie A","Simone Edera","ITA","FW,MF",20,1997,3.6,6,2,2,4,0,3,10,30,7,0,0,0,2,8,1,0,"https://fbref.com/en/players/8697c095/Simone-Edera",7,1.94,5,0,1,1,0,0,2,0.55,2,0,0,0,0,0,0,0,0,13,6,1,4,2,0,0,0,20,2,8,20,87,116,75,1047,222,55,61,90.2,21,30,70,2,6,33.3,1,0.2,0.1,0.8,3,2,3,0,12,116,101,14,2,0,0,4,3,4,2,1,0,87,1,5,171,2,25,72,76,9,171,21,7,33.3,14,66.7,123,743,280,11,12,6,9,11,124,32,1,8,5,62.5,2.2,1.38,0.13,0.2,21.4,0,0,0,0.3,0.3,0.04,0.7,0.7,14,2,327,3.6,1,2,1,0,0,0.2,0.5,11,12,32,0.28,0.28,0.55,0.28,0.55,0.08,0.04,0.13,0.08,0.13,14,327,23,9.6,3.6,2,NA,0,12,NA,18,1.36,6,5,1,0.28,0.07,3.7,6.2,-2.5,-0.69,-0.73,8e+06,1500000,1808,"Torino",190,"Right Winger",1,"Same Transfer","Serie A","Serie A_Serie A"
4959,-354666.666666667,"https://www.transfermarkt.com/simone-edera/profil/spieler/340070",2019,"zzzinitial value","Serie A","Simone Edera","ITA","FW",21,1997,2.2,4,4,3,0,1,1,3,33.3,2,5,1,4,0,4,1,0,"https://fbref.com/en/players/8697c095/Simone-Edera",8,3.67,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,12,4,0,0,0,12,1,4,20,57,82,69.5,797,147,34,43,79.1,17,23,73.9,2,7,28.6,0,0.2,0.1,-0.2,2,2,1,0,2,82,73,9,1,0,0,12,1,7,6,1,0,57,0,5,118,1,21,46,53,10,118,14,7,50,7,50,60,394,243,5,7,1,6,4,77,11,0,8,4,50,3.67,1.84,0,0,21.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,4,3,196,2.2,0,0,0,0,0,0.2,0.9,5,2,11,0,0,0,0,0,0.32,0.09,0.41,0.32,0.41,4,196,49,5.7,2.2,3,62,0,1,11,9,0.25,1,2,-1,-0.46,-0.26,2.6,2.5,0.1,0.06,0.12,NA,1e+06,5838,"Bologna",216,"Right Winger",2,"Same Transfer","Serie A","Serie A_Serie A"
4962,-315384.615384615,"https://www.transfermarkt.com/simone-missiroli/profil/spieler/35747",2018,"zzzinitial value","Serie A","Simone Missiroli","ITA","MF",31,1986,32.4,62,37,25,31,6,14,72,19.4,58,46,8,38,67,129,70,0,"https://fbref.com/en/players/331c0a43/Simone-Missiroli",76,2.34,63,0,3,4,3,3,5,0.15,3,0,1,0,1,0,4,0,0,34,46,3,20,37,0,0,0,194,129,84,60.6,930,1267,73.4,16116,5343,414,532,77.8,422,542,77.9,74,130,56.9,1,2.6,2.5,-1.6,32,122,14,5,164,1267,1246,17,8,11,1,20,9,0,0,0,0,930,4,30,1603,78,336,920,382,45,1603,35,23,65.7,12,34.3,768,4843,2251,47,45,2,30,24,979,103,1,24,7,29.2,0.74,0.22,0.04,0.14,14.5,0,0,0,2.4,2.4,0.1,-1.4,-1.4,35,33,2918,32.4,1,2,1,0,0,2.6,5,47,164,103,0.03,0.03,0.06,0.03,0.06,0.07,0.08,0.15,0.07,0.15,35,2918,83,85.3,32.4,33,NA,25,2,NA,2,1.14,25,44,-19,-0.59,1.39,41.1,39.7,1.4,0.04,0.75,1e+06,2200000,1888,"Sassuolo",204,"Central Midfield",1,"Same Transfer","Serie A","Serie A_Serie A"
4967,-153846.153846154,"https://www.transfermarkt.com/simone-romagnoli/profil/spieler/88706",2022,"zzzinitial value","Serie A","Simone Romagnoli","ITA","DF",31,1990,16.6,28,12,14,12,2,15,20,75,5,34,28,6,9,37,86,0,"https://fbref.com/en/players/09899de8/Simone-Romagnoli",11,0.66,9,2,0,0,0,0,1,0.06,1,0,0,0,0,0,3,0,0,17,5,0,1,12,0,1,1,103,54,33,62.1,612,796,76.9,12093,5583,205,245,83.7,320,395,81,83,136,61,0,0.4,0.6,-0.4,5,44,7,0,61,796,726,63,47,0,2,1,1,0,0,0,0,612,7,6,982,183,528,424,34,13,982,1,1,100,0,0,469,2756,1844,14,5,0,4,2,509,1,2,5,2,40,0.3,0.12,0.4,1,6.5,0,0,0,1.5,1.5,0.3,0.5,0.5,19,17,1497,16.6,2,2,2,0,0,0.4,1.9,14,61,1,0.12,0,0.12,0.12,0.12,0.09,0.02,0.11,0.09,0.11,19,1497,79,43.8,16.6,17,86,15,2,15,14,1,20,27,-7,-0.42,0.19,17.5,24.5,-6.9,-0.42,0.25,1e+07,1e+06,17014,"Empoli",123,"Centre-Back",2,"Same Transfer","Serie A","Serie A_Serie A"
4968,31250,"https://www.transfermarkt.com/simone-romagnoli/profil/spieler/88706",2023,"zzzinitial value","Serie A","Simone Romagnoli","ITA","DF",32,1990,1.9,6,5,3,3,0,2,2,100,0,4,1,3,1,7,11,0,"https://fbref.com/en/players/09899de8/Simone-Romagnoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,9,10,8,55.6,61,74,82.4,1136,497,18,19,94.7,42,49,85.7,1,6,16.7,0,0,0,0,0,1,0,0,5,74,71,3,3,0,0,0,0,0,0,0,0,61,0,0,100,20,56,43,2,2,100,0,0,NA,0,NA,44,159,69,0,0,0,0,0,47,0,0,1,0,0,0.54,0,0,NA,11.2,0,0,0,0,0,0.01,0,0,7,1,167,1.9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,7,167,24,4.9,1.9,1,90,1,6,13,11,0.71,1,4,-3,-1.62,-1.34,2.9,3.1,-0.3,-0.15,0.01,NA,750000,20927,"Lecce",85,"Centre-Back",3,"Same Transfer","Serie A","Serie A_Serie A"
4971,-1818181.81818182,"https://www.transfermarkt.com/simone-verdi/profil/spieler/130360",2018,"zzzinitial value","Serie A","Simone Verdi","ITA","FW,MF",25,1992,31.4,33,24,17,13,3,11,43,25.6,32,20,1,19,36,69,12,0,"https://fbref.com/en/players/0375723e/Simone-Verdi",121,3.85,67,21,13,8,9,3,15,0.48,8,4,0,0,3,0,2,0,0,22,61,6,233,24,1,0,0,156,4,26,13.3,916,1345,68.1,16967,4618,416,491,84.7,330,463,71.3,132,310,42.6,8,6.5,5.8,1.5,52,88,49,16,114,1345,1079,264,60,7,35,233,35,122,108,8,0,916,2,36,1693,11,185,819,728,69,1691,119,78,65.5,37,31.1,1091,7321,2862,93,76,21,80,78,1172,208,10,90,27,30,2.87,0.86,0.09,0.3,23.2,26,2,2,7.8,6.3,0.07,2.2,1.7,34,34,2827,31.4,10,18,8,2,2,6.5,12.7,93,114,208,0.32,0.25,0.57,0.25,0.51,0.25,0.21,0.46,0.2,0.41,34,2827,83,82.7,31.4,34,NA,24,0,NA,1,0.97,31,41,-10,-0.32,-0.01,29.1,40.9,-11.8,-0.38,0.08,NA,2.5e+07,1978,"Bologna",216,"Attacking Midfield",1,"Same Transfer","Serie A","Serie A_Serie A"
4972,-10740000,"https://www.transfermarkt.com/simone-verdi/profil/spieler/130360",2019,"zzzinitial value","Serie A","Simone Verdi","ITA","MF,FW",26,1992,7.8,16,11,5,9,2,8,16,50,8,6,0,6,4,20,3,0,"https://fbref.com/en/players/0375723e/Simone-Verdi",40,5.11,30,4,1,4,0,1,7,0.89,6,0,0,1,0,0,0,0,0,13,8,1,35,11,0,0,0,40,2,5,28.6,294,369,79.7,4450,978,174,187,93,77,99,77.8,24,44,54.5,3,2,1.4,1,13,21,10,1,37,369,347,20,3,3,8,35,2,15,11,2,0,294,2,16,482,5,41,230,217,24,481,22,12,54.5,10,45.5,361,1885,858,32,29,8,26,16,377,74,3,19,7,36.8,2.43,0.89,0.11,0.29,20.7,1,1,1,2.7,1.9,0.1,0.3,0.1,22,9,704,7.8,3,6,2,1,1,2,3.9,32,37,74,0.38,0.38,0.77,0.26,0.64,0.35,0.25,0.6,0.25,0.5,22,704,32,20.6,7.8,9,54,0,13,17,8,2.09,16,10,6,0.77,-0.29,13.2,9.6,3.7,0.47,-0.19,NA,2.3e+07,5064,"Napoli",177,"Attacking Midfield",2,"Same Transfer","Serie A","Serie A_Serie A"
4973,-2307692.30769231,"https://www.transfermarkt.com/simone-verdi/profil/spieler/130360",2021,"zzzinitial value","Serie A","Simone Verdi","ITA","MF,FW",28,1992,18,19,12,10,6,3,6,19,31.6,13,8,0,8,8,27,2,2,"https://fbref.com/en/players/0375723e/Simone-Verdi",91,5.06,36,40,4,7,3,1,10,0.56,4,6,0,0,0,0,6,0,0,24,24,3,154,12,0,0,0,78,4,14,22.2,491,735,66.8,9374,3128,227,262,86.6,146,217,67.3,102,205,49.8,5,5.7,4.7,-0.7,53,54,23,9,68,735,563,163,55,3,17,154,9,88,13,65,0,491,9,16,899,7,99,400,417,32,899,63,39,61.9,24,38.1,490,3234,1572,52,41,9,33,25,570,87,1,40,13,32.5,2.22,0.72,0.03,0.08,22.7,13,0,0,3.5,3.5,0.09,-2.5,-2.5,33,17,1620,18,1,6,1,0,0,5.7,9.2,52,68,87,0.06,0.28,0.33,0.06,0.33,0.2,0.32,0.51,0.2,0.51,33,1620,49,47.4,18,17,70,2,16,27,1,0.94,25,24,1,0.06,1.06,24.7,25.8,-1.1,-0.06,0.48,2e+06,8e+06,13059,"Torino",190,"Attacking Midfield",3,"Same Transfer","Serie A","Serie A_Serie A"
4974,-395604.395604395,"https://www.transfermarkt.com/simone-verdi/profil/spieler/130360",2022,"zzzinitial value","Serie A","Simone Verdi","ITA","MF,FW",29,1992,0.5,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/0375723e/Simone-Verdi",1,1.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,4,0,1,0,9,16,56.3,139,40,5,7,71.4,4,6,66.7,0,2,0,0,0,0.1,0,1,0,0,0,1,16,15,1,1,0,0,3,0,0,0,0,0,9,0,1,24,1,2,13,10,2,24,1,0,0,1,100,12,48,17,0,0,0,2,2,14,5,1,2,1,50,3.91,1.96,0.5,1,22.3,0,0,0,0.2,0.2,0.11,0.8,0.8,3,0,46,0.5,1,1,1,0,0,0,0.3,0,1,5,1.96,0,1.96,1.96,1.96,0.44,0.06,0.5,0.44,0.5,3,46,15,1.3,0.5,0,NA,0,3,15,6,1,3,2,1,1.96,1.85,0.3,0.6,-0.2,-0.46,-0.73,5500000,5e+06,16767,"Torino",190,"Attacking Midfield",4,"Same Transfer","Serie A","Serie A_Serie A"
4975,-1e+06,"https://www.transfermarkt.com/simone-verdi/profil/spieler/130360",2023,"zzzinitial value","Serie A","Simone Verdi","ITA","MF,FW",30,1992,12.2,15,10,7,5,3,6,17,35.3,11,8,1,7,0,15,2,0,"https://fbref.com/en/players/0375723e/Simone-Verdi",47,3.87,25,12,2,2,4,2,0,0,0,0,0,0,0,0,3,0,0,15,26,1,77,10,0,0,0,66,9,14,39.1,270,414,65.2,5101,1823,123,154,79.9,90,121,74.4,47,96,49,0,2.1,1.5,-2.1,20,38,12,5,46,414,331,79,17,5,7,77,5,40,22,13,0,270,4,26,567,6,50,281,250,25,566,63,35,55.6,19,30.2,327,2251,1029,34,23,3,35,32,357,57,5,29,10,34.5,2.38,0.82,0.14,0.4,20.9,6,1,1,2.6,1.8,0.06,2.4,2.2,24,12,1096,12.2,5,5,4,1,1,2.1,3.9,34,46,57,0.41,0,0.41,0.33,0.33,0.21,0.18,0.39,0.15,0.32,24,1096,46,32,12.2,12,70,2,12,21,6,0.92,10,20,-10,-0.82,-0.12,13,16.2,-3.2,-0.27,0.15,1500000,4e+06,20809,"Hellas Verona",194,"Attacking Midfield",5,"Same Transfer","Serie A","Serie A_Serie A"
4977,-13825495.9326388,"https://www.transfermarkt.com/simone-zaza/profil/spieler/96828",2018,"zzzinitial value","La Liga","Simone Zaza","ITA","FW",26,1991,23.1,21,14,4,10,7,1,20,5,19,26,1,25,8,29,34,0,"https://fbref.com/en/players/9592289a/Simone-Zaza",39,1.69,23,2,3,6,4,1,6,0.26,4,0,0,0,1,1,9,1,1,41,32,16,9,14,1,0,0,43,74,77,49,319,465,68.6,4630,913,179,226,79.2,94,135,69.6,22,32,68.8,1,2.1,1.5,-1.1,15,20,9,0,31,465,423,37,0,3,7,9,0,0,0,0,0,319,5,25,751,40,71,339,346,116,751,48,13,27.1,35,72.9,436,2009,689,24,23,14,58,44,565,138,13,73,24,32.9,3.16,1.04,0.18,0.54,13.7,0,0,0,10.8,10.8,0.16,2.2,2.2,33,23,2077,23.1,13,14,13,0,0,2.1,12.9,24,31,138,0.56,0.04,0.61,0.56,0.61,0.47,0.09,0.56,0.47,0.56,33,2077,63,60.7,23.1,23,81,12,10,22,2,2,44,22,22,0.95,0.62,35.3,27.8,7.5,0.32,0.31,2e+06,2.2e+07,865,"Valencia",194,"Centre-Forward",1,"Same Transfer","Serie A","La Liga_Serie A"
4982,-5e+05,"https://www.transfermarkt.com/sofiane-alakouch/profil/spieler/434358",2021,"zzzinitial value","Ligue 1","Sofiane Alakouch","MAR","DF",22,1998,16.7,53,33,30,16,7,29,45,64.4,16,17,2,15,21,74,38,0,"https://fbref.com/en/players/5314e067/Sofiane-Alakouch",21,1.25,14,2,2,0,3,0,3,0.18,2,0,0,0,1,0,4,0,0,25,26,1,19,33,1,1,0,106,7,13,35,718,913,78.6,11430,4676,375,414,90.6,274,340,80.6,52,106,49.1,2,1.3,1.1,0.7,5,64,8,2,65,913,719,191,14,0,3,19,176,0,0,0,0,718,3,26,1127,46,376,530,228,9,1127,36,18,50,18,50,545,2292,1350,35,22,4,26,17,605,47,0,5,0,0,0.3,0,0,NA,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,22,17,1505,16.7,0,2,0,0,0,1.3,1.5,35,65,47,0,0.12,0.12,0,0.12,0.01,0.08,0.09,0.01,0.09,22,1505,68,44,16.7,17,84,9,5,17,9,0.77,22,34,-12,-0.72,0.18,19.8,28.4,-8.6,-0.51,0.07,2500000,2e+06,14774,"Nîmes",82,"Right-Back",2,"Same Transfer","Ligue 1","Ligue 1_Ligue 1"
4984,0,"https://www.transfermarkt.com/sofiane-boufal/profil/spieler/232271",2018,"zzzinitial value","Premier League","Sofiane Boufal","MAR","FW,MF",23,1993,13.5,37,24,12,14,11,12,35,34.3,23,20,1,19,6,43,6,0,"https://fbref.com/en/players/b0c71810/Sofiane-Boufal",54,3.99,30,4,11,3,5,1,8,0.59,5,0,3,0,0,0,1,0,0,27,28,2,40,24,0,0,0,81,6,12,33.3,431,580,74.3,6295,1617,250,302,82.8,123,164,75,32,60,53.3,2,1.8,1.8,0.2,21,37,24,3,76,580,553,25,3,6,5,40,6,11,9,1,0,431,2,18,793,9,78,335,401,54,793,96,61,63.5,35,36.5,576,4103,2219,78,54,23,40,41,610,114,2,30,6,20,2.21,0.44,0.07,0.33,18.3,0,0,0,1.7,1.7,0.06,0.3,0.3,26,11,1219,13.5,2,4,2,0,0,1.8,3.4,78,76,114,0.15,0.15,0.3,0.15,0.3,0.12,0.13,0.25,0.12,0.25,26,1219,47,35.6,13.5,11,NA,3,15,NA,6,0.81,18,24,-6,-0.44,0.09,14.8,17.4,-2.6,-0.19,-0.08,3e+06,1.2e+07,329,"Southampton",166,"Left Winger",1,"Same Transfer","La Liga","Premier League_La Liga"
4985,-3619047.61904762,"https://www.transfermarkt.com/sofiane-boufal/profil/spieler/232271",2019,"zzzinitial value","La Liga","Sofiane Boufal","MAR","MF,FW",24,1993,23.2,35,21,18,11,6,15,47,31.9,32,24,0,24,10,45,12,0,"https://fbref.com/en/players/b0c71810/Sofiane-Boufal",116,5.01,54,9,32,7,13,1,13,0.56,7,0,1,1,4,0,6,0,0,42,60,1,60,21,1,0,0,124,17,19,47.2,659,872,75.6,9701,2415,382,441,86.6,188,257,73.2,48,91,52.7,3,3.6,3.8,-0.6,40,47,31,2,95,872,813,54,20,7,9,60,6,26,15,5,0,659,5,20,1270,8,181,548,584,90,1270,224,144,64.3,80,35.7,888,7683,4395,154,113,44,90,64,953,126,3,51,16,31.4,2.2,0.69,0.06,0.19,18.6,1,0,0,3.4,3.4,0.07,-0.4,-0.4,35,25,2085,23.2,3,6,3,0,0,3.6,6.9,154,95,126,0.13,0.13,0.26,0.13,0.26,0.14,0.15,0.3,0.14,0.3,35,2085,60,61,23.2,25,74,2,10,24,1,1.09,35,36,-1,-0.04,0.5,28.3,37.3,-9,-0.39,-0.03,3e+06,1.2e+07,4596,"Celta Vigo",185,"Left Winger",2,"Same Transfer","Premier League","La Liga_Premier League"
4986,-1544055.94405594,"https://www.transfermarkt.com/sofiane-boufal/profil/spieler/232271",2020,"zzzinitial value","Premier League","Sofiane Boufal","MAR","MF,FW",25,1993,8.5,16,8,6,5,5,6,15,40,9,17,0,17,4,20,1,0,"https://fbref.com/en/players/b0c71810/Sofiane-Boufal",40,4.72,22,0,7,0,7,4,2,0.24,1,0,1,0,0,0,2,0,0,25,20,2,27,8,0,1,0,45,7,11,38.9,232,321,72.3,3322,947,145,180,80.6,66,92,71.7,12,27,44.4,2,2.9,1.4,-0.9,15,24,8,2,41,321,311,10,1,1,1,27,6,1,0,0,0,232,0,7,496,3,39,190,283,49,496,86,53,61.6,33,38.4,350,2773,1408,48,33,24,33,40,372,67,0,18,7,38.9,2.12,0.82,0,0,21.3,0,0,0,1,1,0.06,-1,-1,20,8,764,8.5,0,2,0,0,0,2.9,3.9,48,41,67,0,0.24,0.24,0,0.24,0.12,0.34,0.46,0.12,0.46,20,764,38,22.3,8.5,8,72,1,12,16,7,0.95,10,17,-7,-0.82,-0.76,15.1,14.2,0.9,0.1,0.02,8e+06,8e+06,8065,"Southampton",166,"Left Winger",3,"Same Transfer","Ligue 1","Premier League_Ligue 1"
4987,-1600000,"https://www.transfermarkt.com/sofiane-diop/profil/spieler/569389",2023,"zzzinitial value","Ligue 1","Sofiane Diop","FRA","MF",22,2000,0.7,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,"https://fbref.com/en/players/19053e31/Sofiane-Diop",7,9.69,4,2,1,0,0,0,2,2.77,1,1,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,4,2,0,100,20,33,60.6,276,92,14,19,73.7,2,6,33.3,2,5,40,0,0.1,0.1,-0.1,3,0,2,0,2,33,26,7,1,0,0,7,0,6,4,2,0,20,0,1,48,0,0,14,35,5,48,5,1,20,3,60,33,255,127,5,5,3,3,3,32,10,1,2,1,50,2.77,1.38,0.5,1,10.5,0,0,0,1,1,0.5,0,0,1,1,65,0.7,1,1,1,0,0,0.1,1.1,5,2,10,1.38,0,1.38,1.38,1.38,1.4,0.11,1.51,1.4,1.51,1,65,65,1.9,0.7,1,65,0,0,NA,2,3,2,1,1,1.38,1.09,2,0.5,1.4,2,1.8,NA,1.5e+07,21790,"Monaco",206,"Left Winger",3,"Same Transfer","Ligue 1","Ligue 1_Ligue 1"
4988,1763736.26373627,"https://www.transfermarkt.com/sofyan-amrabat/profil/spieler/287579",2020,"zzzinitial value","Serie A","Sofyan Amrabat","MAR","MF",22,1996,32.4,58,36,26,21,11,26,55,47.3,29,29,10,19,31,89,15,1,"https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat",81,2.5,72,1,4,0,3,1,7,0.22,6,0,0,0,1,0,10,2,0,63,60,0,25,36,1,0,0,219,20,42,32.3,1510,1738,86.9,28019,6557,578,645,89.6,713,774,92.1,170,223,76.2,1,2.4,2,-1.4,29,153,29,9,199,1738,1638,91,82,6,27,25,9,0,0,0,0,1510,9,16,2062,54,355,1357,395,22,2061,103,75,72.8,28,27.2,1388,10322,4827,84,67,5,57,56,1421,52,1,18,6,33.3,0.55,0.18,0,0,22.7,0,1,1,2,1.3,0.07,-1,-1.3,34,33,2919,32.4,1,2,0,1,1,2.4,3.6,84,199,52,0.03,0.03,0.06,0,0.03,0.06,0.07,0.14,0.04,0.11,34,2919,86,85.4,32.4,33,87,22,1,42,0,1.29,40,46,-6,-0.18,-0.54,41.9,44.2,-2.2,-0.07,0.1,3e+06,14500000,9636,"Hellas Verona",194,"Defensive Midfield",2,"Same Transfer","Serie A","Serie A_Serie A"
4989,-7272727.27272727,"https://www.transfermarkt.com/sofyan-amrabat/profil/spieler/287579",2023,"zzzinitial value","Serie A","Sofyan Amrabat","MAR","MF",25,1996,22.2,39,24,15,17,7,16,29,55.2,13,23,5,18,21,60,18,2,"https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat",44,1.98,38,0,0,0,2,4,4,0.18,3,0,0,0,0,1,11,0,0,54,28,0,26,24,0,2,0,157,11,13,45.8,1323,1490,88.8,26717,7147,450,504,89.3,636,677,93.9,217,258,84.1,1,1.1,1.6,-0.1,12,158,23,10,176,1490,1396,91,80,1,22,26,9,1,0,0,0,1323,3,25,1641,45,298,1106,256,6,1641,17,12,70.6,4,23.5,1054,6108,2876,36,28,1,20,16,1196,24,0,13,4,30.8,0.59,0.18,0,0,26.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,29,24,1998,22.2,0,1,0,0,0,1.1,1.6,36,176,24,0,0.05,0.05,0,0.05,0.02,0.05,0.07,0.02,0.07,29,1998,69,58.4,22.2,24,79,11,5,23,4,1.41,29,27,2,0.09,-0.42,30.5,25.7,4.8,0.22,-0.22,3e+07,3e+07,20524,"Fiorentina",197,"Defensive Midfield",3,"Same Transfer","Premier League","Serie A_Premier League"
4991,-1847619.04761905,"https://www.transfermarkt.com/sokratis-papastathopoulos/profil/spieler/34322",2018,"zzzinitial value","Bundesliga","Sokratis Papastathopoulos","GRE","DF",29,1988,26.4,65,47,50,13,2,39,47,83,8,36,11,25,30,95,112,0,"https://fbref.com/en/players/b682dcf6/Sokratis-Papastathopoulos",22,0.83,19,1,1,1,0,0,2,0.08,2,0,0,0,0,0,5,1,0,39,33,1,3,47,0,1,0,99,78,32,70.9,1665,1921,86.7,33580,11781,522,560,93.2,940,1013,92.8,188,311,60.5,0,0.2,0.8,-0.2,5,125,8,1,115,1921,1839,77,66,1,19,3,11,0,0,0,0,1665,5,9,2190,120,762,1337,104,15,2190,9,7,77.8,2,22.2,1341,6991,4503,27,30,0,8,6,1550,10,2,15,4,26.7,0.57,0.15,0.13,0.5,19.4,0,0,0,1,1,0.07,1,1,30,28,2373,26.4,2,2,2,0,0,0.2,1.2,27,115,10,0.08,0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,30,2373,79,77.5,26.4,28,NA,23,2,NA,2,1.67,52,37,15,0.57,0.31,49.7,33,16.8,0.64,-0.28,5e+06,2e+07,2280,"Dortmund",194,"Centre-Back",1,"Same Transfer","Premier League","Bundesliga_Premier League"
4995,1153846.15384616,"https://www.transfermarkt.com/soualiho-meite/profil/spieler/164913",2018,"zzzinitial value","Ligue 1","Soualiho Meite","FRA","MF",23,1994,1.1,2,1,1,1,0,2,5,40,3,1,0,1,3,5,3,0,"https://fbref.com/en/players/5cec2c74/Soualiho-Meite",1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,5,0,2,0,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40,0,0,0,0,1,3,0,0,1,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,55,3,12,41,4,0,55,1,1,100,0,0,24,180,88,0,2,0,2,2,35,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,2,1,96,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03,0.03,0,0.03,2,96,48,2.8,1.1,1,90,1,1,6,1,1.5,2,3,-1,-0.94,-2.05,1.7,1.8,0,-0.04,-0.41,4e+06,8e+06,2888,"Monaco",206,"Defensive Midfield",1,"Same Transfer","Ligue 1","Ligue 1_Ligue 1"
